id;Label;Community;timeset
295;295;<[0,7],[1,7]>;<[0],[1]>
296;296;<[0,7],[1,7],[2,36],[3,43],[4,43],[5,43]>;<[0],[1],[2],[3],[4],[5]>
297;297;<[0,7],[1,7],[2,36],[3,43]>;<[0],[1],[2],[3]>
298;298;<[0,7],[1,7],[2,36]>;<[0],[1],[2]>
299;299;<[0,7],[1,5],[2,36],[3,44],[4,44],[5,44]>;<[0],[1],[2],[3],[4],[5]>
300;300;<[0,7]>;<[0]>
301;301;<[0,7],[1,7],[2,36],[3,44],[4,44],[5,44]>;<[0],[1],[2],[3],[4],[5]>
302;302;<[0,7],[1,7],[2,36],[3,43],[4,43],[5,43]>;<[0],[1],[2],[3],[4],[5]>
303;303;<[0,7],[1,7],[2,36],[3,44],[4,51],[5,4]>;<[0],[1],[2],[3],[4],[5]>
304;304;<[0,7],[1,7],[2,36],[3,43],[4,43],[5,62]>;<[0],[1],[2],[3],[4],[5]>
305;305;<[0,7],[1,7],[2,36],[3,44],[4,44],[5,44]>;<[0],[1],[2],[3],[4],[5]>
306;306;<[0,7],[1,7]>;<[0],[1]>
307;307;<[0,7]>;<[0]>
308;308;<[0,7],[1,7],[2,36],[3,43],[4,43],[5,43]>;<[0],[1],[2],[3],[4],[5]>
309;309;<[0,7],[1,7]>;<[0],[1]>
310;310;<[0,7]>;<[0]>
311;311;<[0,7],[1,7]>;<[0],[1]>
312;312;<[0,7],[1,7],[2,36],[3,43],[4,43],[5,43]>;<[0],[1],[2],[3],[4],[5]>
313;313;<[0,7],[1,7],[2,36],[3,43],[4,43],[5,43]>;<[0],[1],[2],[3],[4],[5]>
314;314;<[0,7],[1,7],[2,36],[3,44],[4,44],[5,44]>;<[0],[1],[2],[3],[4],[5]>
315;315;<[0,7],[1,7],[2,36],[3,43],[4,43],[5,43]>;<[0],[1],[2],[3],[4],[5]>
316;316;<[0,7],[1,7]>;<[0],[1]>
317;317;<[0,7],[1,7],[2,36],[3,43]>;<[0],[1],[2],[3]>
318;318;<[0,8],[1,8],[2,8],[3,8],[4,8],[5,8]>;<[0],[1],[2],[3],[4],[5]>
319;319;<[0,8],[1,8],[2,8],[3,3],[4,3]>;<[0],[1],[2],[3],[4]>
320;320;<[0,8],[1,8],[2,8],[3,8],[4,8],[5,8]>;<[0],[1],[2],[3],[4],[5]>
321;321;<[0,8],[1,8],[2,8],[3,8],[4,8],[5,8]>;<[0],[1],[2],[3],[4],[5]>
322;322;<[0,8],[1,8],[2,8],[3,8],[4,8]>;<[0],[1],[2],[3],[4]>
323;323;<[0,8],[1,8],[2,8],[3,8],[4,8],[5,8]>;<[0],[1],[2],[3],[4],[5]>
324;324;<[0,8],[1,8],[2,8],[3,8],[4,8],[5,8]>;<[0],[1],[2],[3],[4],[5]>
325;325;<[0,8],[1,8],[2,8]>;<[0],[1],[2]>
326;326;<[0,8],[1,8],[2,8],[3,8],[4,8],[5,8]>;<[0],[1],[2],[3],[4],[5]>
327;327;<[0,8],[1,8],[2,8],[3,8],[4,8],[5,8]>;<[0],[1],[2],[3],[4],[5]>
328;328;<[0,8],[1,8],[2,8],[3,8],[4,8],[5,8]>;<[0],[1],[2],[3],[4],[5]>
329;329;<[0,8],[1,8],[2,8]>;<[0],[1],[2]>
330;330;<[0,8],[1,8],[2,8],[3,8],[4,8],[5,8]>;<[0],[1],[2],[3],[4],[5]>
331;331;<[0,8],[1,8],[2,8],[3,8],[4,8]>;<[0],[1],[2],[3],[4]>
332;332;<[0,8],[1,8],[2,8],[3,8],[4,51],[5,51]>;<[0],[1],[2],[3],[4],[5]>
333;333;<[0,8],[1,8],[2,8],[3,3],[4,3],[5,3]>;<[0],[1],[2],[3],[4],[5]>
334;334;<[0,8],[1,8],[2,8],[3,8],[4,8],[5,8]>;<[0],[1],[2],[3],[4],[5]>
335;335;<[0,8],[1,8]>;<[0],[1]>
336;336;<[0,8],[1,8],[2,8],[3,3],[4,3],[5,3]>;<[0],[1],[2],[3],[4],[5]>
337;337;<[0,8],[1,4],[2,4],[3,4],[4,4],[5,4]>;<[0],[1],[2],[3],[4],[5]>
338;338;<[0,8],[1,8],[2,8],[3,8],[4,8],[5,8]>;<[0],[1],[2],[3],[4],[5]>
339;339;<[0,8],[1,8],[2,8],[3,8],[4,8],[5,8]>;<[0],[1],[2],[3],[4],[5]>
340;340;<[0,8],[1,8]>;<[0],[1]>
341;341;<[0,8],[1,8],[2,8],[3,8],[4,8],[5,8]>;<[0],[1],[2],[3],[4],[5]>
342;342;<[0,8],[1,4],[2,4],[3,4],[4,4],[5,4]>;<[0],[1],[2],[3],[4],[5]>
343;343;<[0,8],[1,8],[2,8],[3,8]>;<[0],[1],[2],[3]>
344;344;<[0,8],[1,8],[2,8],[3,8],[4,8],[5,8]>;<[0],[1],[2],[3],[4],[5]>
345;345;<[0,8],[1,8],[2,8],[3,8],[4,8],[5,8]>;<[0],[1],[2],[3],[4],[5]>
346;346;<[0,8],[1,8],[2,8],[3,8],[4,51]>;<[0],[1],[2],[3],[4]>
347;347;<[0,8],[1,8],[2,8],[3,8]>;<[0],[1],[2],[3]>
348;348;<[0,8],[1,8],[2,8],[3,8],[4,8],[5,8]>;<[0],[1],[2],[3],[4],[5]>
349;349;<[0,8],[1,8],[2,8],[3,3],[4,3],[5,3]>;<[0],[1],[2],[3],[4],[5]>
350;350;<[0,8],[1,8],[2,8],[3,3],[4,51],[5,51]>;<[0],[1],[2],[3],[4],[5]>
351;351;<[0,8],[1,8],[2,8]>;<[0],[1],[2]>
352;352;<[0,8],[1,8],[2,8],[3,8],[4,8],[5,8]>;<[0],[1],[2],[3],[4],[5]>
353;353;<[0,8],[1,8],[2,8],[3,8],[4,8]>;<[0],[1],[2],[3],[4]>
354;354;<[0,8],[1,8],[2,8],[3,8],[4,51],[5,51]>;<[0],[1],[2],[3],[4],[5]>
355;355;<[0,8],[1,8],[2,8],[3,8],[4,51],[5,51]>;<[0],[1],[2],[3],[4],[5]>
356;356;<[0,8],[1,8],[2,8],[3,8]>;<[0],[1],[2],[3]>
357;357;<[0,8],[1,8],[2,8],[3,8],[4,8],[5,8]>;<[0],[1],[2],[3],[4],[5]>
358;358;<[0,8],[1,8],[2,8]>;<[0],[1],[2]>
359;359;<[0,8],[1,8],[2,8],[3,8],[4,8],[5,8]>;<[0],[1],[2],[3],[4],[5]>
360;360;<[0,8],[1,8],[2,8],[3,8],[4,8],[5,8]>;<[0],[1],[2],[3],[4],[5]>
361;361;<[0,8],[1,8],[2,8],[3,8],[4,8],[5,8]>;<[0],[1],[2],[3],[4],[5]>
362;362;<[0,8],[1,8],[2,8],[3,3],[4,3],[5,3]>;<[0],[1],[2],[3],[4],[5]>
363;363;<[0,8],[1,8],[2,8],[3,8],[4,8],[5,8]>;<[0],[1],[2],[3],[4],[5]>
364;364;<[0,8],[1,8],[2,8],[3,8],[4,8],[5,8]>;<[0],[1],[2],[3],[4],[5]>
365;365;<[0,8],[1,8],[2,8],[3,8],[4,8],[5,8]>;<[0],[1],[2],[3],[4],[5]>
366;366;<[0,8]>;<[0]>
367;367;<[0,8],[1,8],[2,8],[3,8]>;<[0],[1],[2],[3]>
368;368;<[0,8],[1,8],[2,8],[3,8],[4,8],[5,8]>;<[0],[1],[2],[3],[4],[5]>
369;369;<[0,8],[1,8]>;<[0],[1]>
370;370;<[0,8],[1,8]>;<[0],[1]>
371;371;<[0,8],[1,8],[2,8],[3,8],[4,8],[5,8]>;<[0],[1],[2],[3],[4],[5]>
372;372;<[0,8],[1,8],[2,8]>;<[0],[1],[2]>
373;373;<[0,8],[1,8],[2,8],[3,8],[4,8],[5,8]>;<[0],[1],[2],[3],[4],[5]>
374;374;<[0,8],[1,8],[2,8],[3,8],[4,8],[5,8]>;<[0],[1],[2],[3],[4],[5]>
375;375;<[0,8],[1,8],[2,8],[3,8],[4,51],[5,51]>;<[0],[1],[2],[3],[4],[5]>
376;376;<[0,8],[1,8],[2,8],[3,8],[4,8],[5,8]>;<[0],[1],[2],[3],[4],[5]>
377;377;<[0,8],[1,8],[2,8],[3,8],[4,8],[5,8]>;<[0],[1],[2],[3],[4],[5]>
378;378;<[0,8],[1,8],[2,8],[3,8],[4,8],[5,8]>;<[0],[1],[2],[3],[4],[5]>
379;379;<[0,8],[1,8],[2,8],[3,8],[4,8],[5,8]>;<[0],[1],[2],[3],[4],[5]>
380;380;<[0,8],[1,8],[2,8],[3,3],[4,3],[5,3]>;<[0],[1],[2],[3],[4],[5]>
381;381;<[0,8],[1,8],[2,8],[3,8],[4,8]>;<[0],[1],[2],[3],[4]>
382;382;<[0,8],[1,8]>;<[0],[1]>
383;383;<[0,8],[1,8],[2,8],[3,8],[4,8],[5,8]>;<[0],[1],[2],[3],[4],[5]>
384;384;<[0,8],[1,8],[2,8],[3,8],[4,8],[5,8]>;<[0],[1],[2],[3],[4],[5]>
385;385;<[0,8],[1,8],[2,8],[3,8]>;<[0],[1],[2],[3]>
386;386;<[0,8],[1,8],[2,8],[3,8]>;<[0],[1],[2],[3]>
387;387;<[0,8],[1,4],[2,4],[3,4],[4,4],[5,4]>;<[0],[1],[2],[3],[4],[5]>
388;388;<[0,8],[1,8],[2,8],[3,8],[4,8],[5,8]>;<[0],[1],[2],[3],[4],[5]>
389;389;<[0,8],[1,8]>;<[0],[1]>
390;390;<[0,8],[1,8],[2,8],[3,8],[4,8],[5,8]>;<[0],[1],[2],[3],[4],[5]>
391;391;<[0,8],[1,4],[2,4],[3,4],[4,4],[5,4]>;<[0],[1],[2],[3],[4],[5]>
392;392;<[0,8],[1,8],[2,8],[3,8],[4,8]>;<[0],[1],[2],[3],[4]>
393;393;<[0,8],[1,8],[2,8],[3,8],[4,8],[5,8]>;<[0],[1],[2],[3],[4],[5]>
394;394;<[0,8]>;<[0]>
395;395;<[0,8],[1,8],[2,8],[3,8],[4,8],[5,8]>;<[0],[1],[2],[3],[4],[5]>
396;396;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,9]>;<[0],[1],[2],[3],[4],[5]>
397;397;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,9]>;<[0],[1],[2],[3],[4],[5]>
398;398;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,9]>;<[0],[1],[2],[3],[4],[5]>
399;399;<[0,9]>;<[0]>
400;400;<[0,9]>;<[0]>
401;401;<[0,9],[1,9]>;<[0],[1]>
402;402;<[0,9],[1,9],[2,9],[3,9]>;<[0],[1],[2],[3]>
403;403;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,9]>;<[0],[1],[2],[3],[4],[5]>
404;404;<[0,9],[1,9],[2,9]>;<[0],[1],[2]>
405;405;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,9]>;<[0],[1],[2],[3],[4],[5]>
406;406;<[0,9]>;<[0]>
407;407;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,9]>;<[0],[1],[2],[3],[4],[5]>
408;408;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,9]>;<[0],[1],[2],[3],[4],[5]>
409;409;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,9]>;<[0],[1],[2],[3],[4],[5]>
410;410;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,9]>;<[0],[1],[2],[3],[4],[5]>
411;411;<[0,9]>;<[0]>
412;412;<[0,9]>;<[0]>
413;413;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,9]>;<[0],[1],[2],[3],[4],[5]>
414;414;<[0,9],[1,9],[2,9]>;<[0],[1],[2]>
415;415;<[0,9],[1,9],[2,9],[3,9],[4,9]>;<[0],[1],[2],[3],[4]>
416;416;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,9]>;<[0],[1],[2],[3],[4],[5]>
417;417;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,9]>;<[0],[1],[2],[3],[4],[5]>
418;418;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,9]>;<[0],[1],[2],[3],[4],[5]>
419;419;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,9]>;<[0],[1],[2],[3],[4],[5]>
420;420;<[0,9],[1,9],[2,9],[3,9],[4,9]>;<[0],[1],[2],[3],[4]>
421;421;<[0,9],[1,9]>;<[0],[1]>
422;422;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,9]>;<[0],[1],[2],[3],[4],[5]>
423;423;<[0,9],[1,9]>;<[0],[1]>
424;424;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,9]>;<[0],[1],[2],[3],[4],[5]>
425;425;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,9]>;<[0],[1],[2],[3],[4],[5]>
426;426;<[0,9],[1,9],[2,9],[3,9]>;<[0],[1],[2],[3]>
427;427;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,9]>;<[0],[1],[2],[3],[4],[5]>
428;428;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,9]>;<[0],[1],[2],[3],[4],[5]>
429;429;<[0,9],[1,9],[2,9]>;<[0],[1],[2]>
430;430;<[0,9],[1,9],[2,9],[3,39],[4,55],[5,8]>;<[0],[1],[2],[3],[4],[5]>
431;431;<[0,9]>;<[0]>
432;432;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,9]>;<[0],[1],[2],[3],[4],[5]>
433;433;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,9]>;<[0],[1],[2],[3],[4],[5]>
434;434;<[0,9],[1,9],[2,9],[3,39],[4,39],[5,39]>;<[0],[1],[2],[3],[4],[5]>
435;435;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,9]>;<[0],[1],[2],[3],[4],[5]>
436;436;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,9]>;<[0],[1],[2],[3],[4],[5]>
437;437;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,9]>;<[0],[1],[2],[3],[4],[5]>
438;438;<[0,9],[1,9],[2,9],[3,39],[4,39],[5,39]>;<[0],[1],[2],[3],[4],[5]>
439;439;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,9]>;<[0],[1],[2],[3],[4],[5]>
440;440;<[0,9]>;<[0]>
441;441;<[0,9]>;<[0]>
442;442;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,9]>;<[0],[1],[2],[3],[4],[5]>
443;443;<[0,9],[1,9],[2,9]>;<[0],[1],[2]>
444;444;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,9]>;<[0],[1],[2],[3],[4],[5]>
445;445;<[0,9],[1,9],[2,9],[3,9]>;<[0],[1],[2],[3]>
446;446;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,9]>;<[0],[1],[2],[3],[4],[5]>
447;447;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,9]>;<[0],[1],[2],[3],[4],[5]>
448;448;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,9]>;<[0],[1],[2],[3],[4],[5]>
449;449;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,9]>;<[0],[1],[2],[3],[4],[5]>
450;450;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,9]>;<[0],[1],[2],[3],[4],[5]>
451;451;<[0,9],[1,9],[2,9],[3,39],[4,55],[5,39]>;<[0],[1],[2],[3],[4],[5]>
452;452;<[0,9]>;<[0]>
453;453;<[0,9]>;<[0]>
454;454;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,9]>;<[0],[1],[2],[3],[4],[5]>
455;455;<[0,9],[1,9]>;<[0],[1]>
456;456;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,9]>;<[0],[1],[2],[3],[4],[5]>
457;457;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,9]>;<[0],[1],[2],[3],[4],[5]>
458;458;<[0,9],[1,9],[2,9]>;<[0],[1],[2]>
459;459;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,9]>;<[0],[1],[2],[3],[4],[5]>
460;460;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,43]>;<[0],[1],[2],[3],[4],[5]>
461;461;<[0,9],[1,9],[2,9]>;<[0],[1],[2]>
462;462;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,9]>;<[0],[1],[2],[3],[4],[5]>
463;463;<[0,9],[1,9]>;<[0],[1]>
464;464;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,9]>;<[0],[1],[2],[3],[4],[5]>
465;465;<[0,9],[1,9],[2,9],[3,9]>;<[0],[1],[2],[3]>
466;466;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,9]>;<[0],[1],[2],[3],[4],[5]>
467;467;<[0,9],[1,9],[2,9],[3,39],[4,55],[5,39]>;<[0],[1],[2],[3],[4],[5]>
468;468;<[0,9],[1,9],[2,9],[3,9],[4,9]>;<[0],[1],[2],[3],[4]>
469;469;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,9]>;<[0],[1],[2],[3],[4],[5]>
470;470;<[0,9],[1,9],[2,9],[3,9],[4,9]>;<[0],[1],[2],[3],[4]>
471;471;<[0,9],[1,9]>;<[0],[1]>
472;472;<[0,9],[1,9],[2,9],[3,9],[4,9]>;<[0],[1],[2],[3],[4]>
473;473;<[0,9],[1,9],[2,9]>;<[0],[1],[2]>
474;474;<[0,9],[1,9],[2,9],[3,39],[4,39],[5,39]>;<[0],[1],[2],[3],[4],[5]>
475;475;<[0,9],[1,9],[2,9],[3,39],[4,55],[5,39]>;<[0],[1],[2],[3],[4],[5]>
476;476;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,9]>;<[0],[1],[2],[3],[4],[5]>
477;477;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,9]>;<[0],[1],[2],[3],[4],[5]>
478;478;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,9]>;<[0],[1],[2],[3],[4],[5]>
479;479;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,9]>;<[0],[1],[2],[3],[4],[5]>
480;480;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,9]>;<[0],[1],[2],[3],[4],[5]>
481;481;<[0,9]>;<[0]>
482;482;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,9]>;<[0],[1],[2],[3],[4],[5]>
483;483;<[0,9],[1,9],[2,9],[3,9],[4,9],[5,9]>;<[0],[1],[2],[3],[4],[5]>
484;484;<[0,10],[1,20],[2,35],[3,16],[4,16],[5,16]>;<[0],[1],[2],[3],[4],[5]>
485;485;<[0,10],[1,24],[2,39],[3,39],[4,55],[5,39]>;<[0],[1],[2],[3],[4],[5]>
486;486;<[0,10],[1,20],[2,35],[3,35],[4,35],[5,35]>;<[0],[1],[2],[3],[4],[5]>
487;487;<[0,10],[1,24],[2,39],[3,39]>;<[0],[1],[2],[3]>
488;488;<[0,10],[1,24],[2,39],[3,39],[4,55],[5,39]>;<[0],[1],[2],[3],[4],[5]>
489;489;<[0,10],[1,24],[2,39],[3,39]>;<[0],[1],[2],[3]>
490;490;<[0,10],[1,24],[2,39]>;<[0],[1],[2]>
491;491;<[0,10],[1,24],[2,39]>;<[0],[1],[2]>
492;492;<[0,10],[1,20],[2,35]>;<[0],[1],[2]>
493;493;<[0,10],[1,24]>;<[0],[1]>
494;494;<[0,10],[1,24],[2,39],[3,39],[4,39]>;<[0],[1],[2],[3],[4]>
495;495;<[0,10]>;<[0]>
496;496;<[0,10],[1,24],[2,39],[3,39],[4,55],[5,39]>;<[0],[1],[2],[3],[4],[5]>
497;497;<[0,10],[1,24],[2,39],[3,39],[4,39],[5,39]>;<[0],[1],[2],[3],[4],[5]>
498;498;<[0,10],[1,24]>;<[0],[1]>
499;499;<[0,10],[1,24]>;<[0],[1]>
500;500;<[0,10],[1,20],[2,35],[3,16],[4,16],[5,16]>;<[0],[1],[2],[3],[4],[5]>
501;501;<[0,10],[1,20],[2,35],[3,35],[4,35],[5,35]>;<[0],[1],[2],[3],[4],[5]>
502;502;<[0,10]>;<[0]>
503;503;<[0,10],[1,20],[2,35],[3,35],[4,35],[5,35]>;<[0],[1],[2],[3],[4],[5]>
504;504;<[0,10]>;<[0]>
505;505;<[0,10],[1,20],[2,35],[3,35],[4,35],[5,35]>;<[0],[1],[2],[3],[4],[5]>
506;506;<[0,10],[1,24],[2,39],[3,39],[4,39],[5,39]>;<[0],[1],[2],[3],[4],[5]>
507;507;<[0,10],[1,20]>;<[0],[1]>
508;508;<[0,10],[1,20],[2,35],[3,16],[4,16],[5,16]>;<[0],[1],[2],[3],[4],[5]>
509;509;<[0,10],[1,24],[2,39]>;<[0],[1],[2]>
510;510;<[0,10],[1,24],[2,39],[3,39]>;<[0],[1],[2],[3]>
511;511;<[0,10],[1,20],[2,35],[3,35],[4,35],[5,35]>;<[0],[1],[2],[3],[4],[5]>
512;512;<[0,10],[1,20],[2,35],[3,35],[4,35],[5,35]>;<[0],[1],[2],[3],[4],[5]>
513;513;<[0,10],[1,24],[2,39],[3,39],[4,51],[5,51]>;<[0],[1],[2],[3],[4],[5]>
514;514;<[0,10],[1,24],[2,39],[3,39],[4,39],[5,39]>;<[0],[1],[2],[3],[4],[5]>
515;515;<[0,10],[1,24],[2,39],[3,39],[4,39],[5,39]>;<[0],[1],[2],[3],[4],[5]>
516;516;<[0,10],[1,24],[2,39],[3,39],[4,39],[5,39]>;<[0],[1],[2],[3],[4],[5]>
517;517;<[0,10],[1,24],[2,39],[3,39],[4,39],[5,39]>;<[0],[1],[2],[3],[4],[5]>
518;518;<[0,10],[1,20]>;<[0],[1]>
519;519;<[0,10],[1,24],[2,39],[3,39],[4,39],[5,39]>;<[0],[1],[2],[3],[4],[5]>
520;520;<[0,10],[1,24],[2,39],[3,39],[4,39],[5,39]>;<[0],[1],[2],[3],[4],[5]>
521;521;<[0,10],[1,24],[2,39],[3,39],[4,39],[5,39]>;<[0],[1],[2],[3],[4],[5]>
522;522;<[0,10],[1,24],[2,39]>;<[0],[1],[2]>
523;523;<[0,10],[1,20],[2,35],[3,16],[4,16],[5,16]>;<[0],[1],[2],[3],[4],[5]>
524;524;<[0,10],[1,20],[2,35]>;<[0],[1],[2]>
525;525;<[0,10],[1,24],[2,39],[3,39]>;<[0],[1],[2],[3]>
526;526;<[0,10],[1,20],[2,35],[3,35]>;<[0],[1],[2],[3]>
527;527;<[0,10],[1,20],[2,35],[3,35],[4,35],[5,35]>;<[0],[1],[2],[3],[4],[5]>
528;528;<[0,10],[1,24]>;<[0],[1]>
529;529;<[0,10],[1,20]>;<[0],[1]>
530;530;<[0,10],[1,24],[2,39],[3,39],[4,39],[5,39]>;<[0],[1],[2],[3],[4],[5]>
531;531;<[0,10],[1,20],[2,35],[3,35],[4,35]>;<[0],[1],[2],[3],[4]>
532;532;<[0,10],[1,24],[2,39],[3,39],[4,39]>;<[0],[1],[2],[3],[4]>
533;533;<[0,10],[1,20],[2,35],[3,16],[4,16],[5,16]>;<[0],[1],[2],[3],[4],[5]>
534;534;<[0,10],[1,20],[2,35],[3,35],[4,35],[5,35]>;<[0],[1],[2],[3],[4],[5]>
535;535;<[0,10],[1,24],[2,39],[3,39],[4,39],[5,39]>;<[0],[1],[2],[3],[4],[5]>
536;536;<[0,10],[1,24],[2,39],[3,39],[4,39],[5,39]>;<[0],[1],[2],[3],[4],[5]>
537;537;<[0,10]>;<[0]>
538;538;<[0,10],[1,20],[2,35],[3,4],[4,4],[5,4]>;<[0],[1],[2],[3],[4],[5]>
539;539;<[0,10],[1,24],[2,39],[3,39]>;<[0],[1],[2],[3]>
540;540;<[0,10],[1,24],[2,39],[3,39]>;<[0],[1],[2],[3]>
541;541;<[0,10]>;<[0]>
542;542;<[0,10],[1,24],[2,39],[3,39],[4,39],[5,39]>;<[0],[1],[2],[3],[4],[5]>
543;543;<[0,10],[1,24],[2,39],[3,39],[4,55],[5,8]>;<[0],[1],[2],[3],[4],[5]>
544;544;<[0,10],[1,20],[2,35],[3,35]>;<[0],[1],[2],[3]>
545;545;<[0,10],[1,20]>;<[0],[1]>
546;546;<[0,10],[1,20],[2,35],[3,35],[4,35],[5,35]>;<[0],[1],[2],[3],[4],[5]>
547;547;<[0,10],[1,24],[2,39]>;<[0],[1],[2]>
548;548;<[0,10],[1,20],[2,35],[3,35],[4,35],[5,35]>;<[0],[1],[2],[3],[4],[5]>
549;549;<[0,10],[1,24],[2,39],[3,39],[4,55],[5,39]>;<[0],[1],[2],[3],[4],[5]>
550;550;<[0,10],[1,24],[2,39],[3,39],[4,39],[5,39]>;<[0],[1],[2],[3],[4],[5]>
551;551;<[0,10]>;<[0]>
552;552;<[0,10]>;<[0]>
553;553;<[0,10],[1,20],[2,35],[3,35],[4,35],[5,35]>;<[0],[1],[2],[3],[4],[5]>
554;554;<[0,10],[1,24],[2,39],[3,39],[4,55],[5,39]>;<[0],[1],[2],[3],[4],[5]>
555;555;<[0,10],[1,24],[2,39],[3,39],[4,39],[5,39]>;<[0],[1],[2],[3],[4],[5]>
556;556;<[0,10],[1,20],[2,35],[3,35],[4,35],[5,35]>;<[0],[1],[2],[3],[4],[5]>
557;557;<[0,10]>;<[0]>
558;558;<[0,10],[1,24],[2,39],[3,39],[4,39],[5,39]>;<[0],[1],[2],[3],[4],[5]>
559;559;<[0,10],[1,20],[2,35],[3,35]>;<[0],[1],[2],[3]>
560;560;<[0,10],[1,20],[2,35],[3,16],[4,16],[5,16]>;<[0],[1],[2],[3],[4],[5]>
561;561;<[0,10],[1,24],[2,39],[3,39]>;<[0],[1],[2],[3]>
562;562;<[0,10],[1,20],[2,35],[3,35],[4,35],[5,35]>;<[0],[1],[2],[3],[4],[5]>
563;563;<[0,10],[1,20]>;<[0],[1]>
564;564;<[0,10],[1,20],[2,35],[3,35],[4,35]>;<[0],[1],[2],[3],[4]>
565;565;<[0,10],[1,24],[2,39],[3,39],[4,39],[5,39]>;<[0],[1],[2],[3],[4],[5]>
566;566;<[0,10],[1,20],[2,35],[3,16],[4,16],[5,16]>;<[0],[1],[2],[3],[4],[5]>
567;567;<[0,10],[1,20],[2,35],[3,16],[4,16],[5,16]>;<[0],[1],[2],[3],[4],[5]>
568;568;<[0,10],[1,24],[2,39],[3,39],[4,39],[5,39]>;<[0],[1],[2],[3],[4],[5]>
569;569;<[0,10],[1,24],[2,39]>;<[0],[1],[2]>
570;570;<[0,10],[1,24],[2,39],[3,39],[4,55],[5,39]>;<[0],[1],[2],[3],[4],[5]>
571;571;<[0,10],[1,24],[2,39],[3,39],[4,39],[5,39]>;<[0],[1],[2],[3],[4],[5]>
572;572;<[0,10],[1,20],[2,35],[3,35]>;<[0],[1],[2],[3]>
573;573;<[0,10],[1,20],[2,35],[3,35],[4,35],[5,35]>;<[0],[1],[2],[3],[4],[5]>
574;574;<[0,10],[1,24],[2,39],[3,39],[4,39],[5,39]>;<[0],[1],[2],[3],[4],[5]>
575;575;<[0,10]>;<[0]>
576;576;<[0,10],[1,20],[2,35],[3,35],[4,51],[5,51]>;<[0],[1],[2],[3],[4],[5]>
577;577;<[0,10],[1,24],[2,39],[3,39],[4,39],[5,39]>;<[0],[1],[2],[3],[4],[5]>
578;578;<[0,10],[1,24],[2,39],[3,39],[4,55],[5,39]>;<[0],[1],[2],[3],[4],[5]>
579;579;<[0,10],[1,24],[2,39],[3,39],[4,39],[5,39]>;<[0],[1],[2],[3],[4],[5]>
580;580;<[0,10],[1,20],[2,35],[3,35],[4,35],[5,35]>;<[0],[1],[2],[3],[4],[5]>
581;581;<[0,10],[1,20],[2,35],[3,35],[4,35],[5,35]>;<[0],[1],[2],[3],[4],[5]>
582;582;<[0,10]>;<[0]>
583;583;<[0,10],[1,20],[2,35],[3,35],[4,35],[5,35]>;<[0],[1],[2],[3],[4],[5]>
584;584;<[0,10],[1,24],[2,39],[3,39],[4,39],[5,39]>;<[0],[1],[2],[3],[4],[5]>
